Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 07:57:05 AM,49.9671,2.6172,↗ 27°,411.0,473.0,"37,150","-1,500",FlightAware ADS-B (STN / EGSS),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:57:35 AM,50.0183,2.658,↗ 27°,402.0,463.0,"36,425","-1,425",FlightAware ADS-B (ANR / EBAW),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:58:05 AM,50.0674,2.6975,↗ 27°,402.0,463.0,"35,725","-1,450",FlightAware ADS-B (BRU / EBBR),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:58:35 AM,50.1174,2.7374,↗ 27°,405.0,466.0,"34,975","-1,469",FlightAware ADS-B (EHMZ),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:58:54 AM,50.1497,2.7617,↗ 25°,401.0,461.0,"34,525","-1,163",FlightAware ADS-B (EGLD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:59:24 AM,50.1991,2.7965,↗ 24°,393.0,452.0,"34,025",-525,FlightAware ADS-B (EGHF),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:59:54 AM,50.2491,2.8313,↗ 24°,397.0,457.0,"34,000",-25,FlightAware ADS-B (EBSW),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:00:24 AM,50.2979,2.8649,↗ 24°,398.0,458.0,"34,000",,FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:00:54 AM,50.3496,2.9002,↗ 24°,397.0,457.0,"34,000",,FlightAware ADS-B (EBDT),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:01:24 AM,50.3996,2.9345,↗ 24°,397.0,457.0,"34,000",-600,FlightAware ADS-B (EBTN),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:01:54 AM,50.4516,2.9702,↗ 24°,397.0,457.0,"33,400","-1,325",FlightAware ADS-B (EBAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:02:24 AM,50.5019,3.0045,↗ 24°,401.0,461.0,"32,675","-1,425",FlightAware ADS-B (UDE / EHVK),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:02:54 AM,50.5523,3.0392,↗ 24°,397.0,457.0,"31,975","-1,400",FlightAware ADS-B (NWI / EGSH),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:03:24 AM,50.6026,3.074,↗ 24°,396.0,456.0,"31,275","-1,450",FlightAware ADS-B (EHTE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:03:54 AM,50.6522,3.1092,↗ 25°,405.0,466.0,"30,525","-1,500",FlightAware ADS-B (EBDT),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:04:24 AM,50.7061,3.1483,↗ 25°,408.0,470.0,"29,775","-1,475",FlightAware ADS-B (EBGB),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:04:54 AM,50.7535,3.1829,↗ 25°,405.0,466.0,"29,050","-1,525",FlightAware ADS-B (CBG / EGSC),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:05:24 AM,50.8058,3.2216,↗ 25°,396.0,456.0,"28,250","-1,750",FlightAware ADS-B (OST / EBOS),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:05:54 AM,50.8552,3.2584,↗ 26°,374.0,430.0,"27,300","-1,622",FlightAware ADS-B (EBBL),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:06:13 AM,50.8832,3.2796,↗ 26°,360.0,414.0,"26,925","-1,010",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:06:43 AM,50.9262,3.3123,↗ 26°,345.0,397.0,"26,475",-950,FlightAware ADS-B (NWI / EGSH),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:07:13 AM,50.9701,3.3456,↗ 26°,339.0,390.0,"25,975","-1,000",FlightAware ADS-B (EGXT),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:07:43 AM,51.0099,3.3757,↗ 26°,331.0,381.0,"25,475","-1,038",FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:08:05 AM,51.042,3.3999,↗ 26°,329.0,379.0,"25,075",-895,FlightAware ADS-B (EHMZ),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:08:40 AM,51.089,3.436,↗ 26°,348.0,400.0,"24,625",-831,FlightAware ADS-B (EBAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:09:10 AM,51.1345,3.4715,↗ 26°,363.0,418.0,"24,175",-925,FlightAware ADS-B (EBAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:09:40 AM,51.179,3.5059,↗ 26°,364.0,419.0,"23,700",-950,FlightAware ADS-B (ANR / EBAW),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:10:10 AM,51.2255,3.5416,↗ 26°,363.0,418.0,"23,225","-1,000",FlightAware ADS-B (DHR / EHKD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:10:40 AM,51.2709,3.5764,↗ 26°,357.0,411.0,"22,700","-1,025",FlightAware ADS-B (EBTN),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:11:10 AM,51.3148,3.6101,↗ 26°,354.0,407.0,"22,200",-969,FlightAware ADS-B (EBAV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:11:28 AM,51.3419,3.6253,↑ 13°,351.0,404.0,"21,925",-971,FlightAware ADS-B (ANR / EBAW),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:11:44 AM,51.3685,3.6298,↑ 1°,352.0,405.0,"21,650","-1,029",FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:12:03 AM,51.4009,3.6301,↑ 1°,352.0,405.0,"21,325","-1,010",FlightAware ADS-B (CQF / LFAC),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:12:33 AM,51.4479,3.6317,↑ 2°,350.0,403.0,"20,825","-1,011",FlightAware ADS-B (EBWE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:13:35 AM,51.5481,3.6361,↑ 1°,350.0,403.0,"19,775","-1,011",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:14:05 AM,51.5958,3.6377,↑ 1°,346.0,398.0,"19,275","-1,125",FlightAware ADS-B (WOE / EHWO),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:14:35 AM,51.6425,3.64,↑ 4°,336.0,387.0,"18,650","-1,286",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:14:54 AM,51.6695,3.655,↗ 34°,321.0,369.0,"18,225","-1,292",FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:15:11 AM,51.6876,3.6832,↗ 53°,317.0,365.0,"17,875","-1,684",FlightAware ADS-B (EIN / EHEH),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:15:51 AM,51.7243,3.7578,↗ 51°,307.0,353.0,"16,625","-1,875",FlightAware ADS-B (RCS / EGTO),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:16:31 AM,51.7595,3.8263,↗ 51°,296.0,341.0,"15,375","-2,036",FlightAware ADS-B (LEY / EHLE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:17:01 AM,51.7853,3.8775,↗ 51°,296.0,341.0,"14,250","-2,050",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:17:31 AM,51.8099,3.9267,↗ 51°,297.0,342.0,"13,325","-1,808",FlightAware ADS-B (EHHO),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:18:14 AM,51.8484,4.0038,↗ 51°,298.0,343.0,"12,050","-1,767",FlightAware ADS-B (EBNM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:18:44 AM,51.8739,4.0546,↗ 51°,299.0,344.0,"11,175","-1,775",FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:19:14 AM,51.8998,4.1067,↗ 51°,299.0,344.0,"10,275","-1,560",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:19:34 AM,51.9179,4.1395,↗ 43°,292.0,336.0,"9,875","-1,134",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:19:55 AM,51.9418,4.1608,↗ 22°,282.0,325.0,"9,500","-1,207",FlightAware ADS-B (GKE / ETNG),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:20:15 AM,51.966,4.1757,↑ 20°,273.0,314.0,"9,050","-1,020",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:20:45 AM,52.0011,4.1967,↑ 21°,257.0,296.0,"8,650",-775,FlightAware ADS-B (GLZ / EHGR),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:21:15 AM,52.0346,4.2171,↑ 21°,251.0,289.0,"8,275",-725,FlightAware ADS-B (DHR / EHKD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:21:45 AM,52.0656,4.2362,↑ 21°,245.0,282.0,"7,925",-848,FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:22:01 AM,52.0826,4.2512,↗ 41°,247.0,284.0,"7,625","-1,219",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:22:17 AM,52.0916,4.2753,→ 72°,251.0,289.0,"7,275","-1,136",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:22:34 AM,52.0926,4.3077,→ 92°,248.0,285.0,"7,000",-766,FlightAware ADS-B (EBLE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:23:04 AM,52.0916,4.3605,→ 92°,239.0,275.0,"6,675",-775,FlightAware ADS-B (EHPN),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:23:34 AM,52.0906,4.4149,→ 92°,238.0,274.0,"6,225",-830,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:23:51 AM,52.09,4.4437,→ 92°,239.0,275.0,"6,025",-708,FlightAware ADS-B (BRU / EBBR),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:24:10 AM,52.089,4.479,→ 97°,241.0,277.0,"5,800",-446,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:24:28 AM,52.0797,4.5076,↘ 135°,242.0,278.0,"5,750",-88,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:24:44 AM,52.0628,4.5219,↓ 160°,243.0,280.0,"5,750",-366,FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:25:09 AM,52.0378,4.5363,↓ 158°,241.0,277.0,"5,500",-366,FlightAware ADS-B (EHVB),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:25:25 AM,52.0236,4.5536,↘ 128°,238.0,274.0,"5,500",,FlightAware ADS-B (EHSC),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:25:43 AM,52.017,4.5859,→ 94°,240.0,276.0,"5,500",-53,FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:26:22 AM,52.0155,4.6528,→ 92°,215.0,247.0,"5,450",-211,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:26:40 AM,52.0173,4.6801,→ 67°,202.0,232.0,"5,300",-618,FlightAware ADS-B (WOE / EHWO),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:26:56 AM,52.0256,4.6959,↗ 28°,193.0,222.0,"5,100",-636,FlightAware ADS-B (EHSE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:27:13 AM,52.0415,4.7051,↑ 19°,194.0,223.0,"4,950",-471,FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:27:31 AM,52.0558,4.7121,↑ 13°,194.0,223.0,"4,825",-486,FlightAware ADS-B (LEY / EHLE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:27:50 AM,52.0728,4.7163,↑ 8°,192.0,221.0,"4,650",-771,FlightAware ADS-B (EHVB),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:28:06 AM,52.0867,4.7183,↑ 3°,193.0,222.0,"4,375","-1,191",FlightAware ADS-B (EHVB),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:28:24 AM,52.1035,4.7196,↑ 2°,196.0,226.0,"3,975","-1,125",FlightAware ADS-B (UDE / EHVK),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:28:54 AM,52.1307,4.7217,↑ 3°,187.0,215.0,"3,475","-1,000",FlightAware ADS-B (LEY / EHLE),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:29:24 AM,52.1552,4.7239,↑ 3°,184.0,212.0,"2,975","-1,000",FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:29:54 AM,52.1803,4.7262,↑ 3°,179.0,206.0,"2,475","-1,025",FlightAware ADS-B (DHR / EHKD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:30:24 AM,52.206,4.7285,↑ 4°,179.0,206.0,"1,950","-1,025",FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:30:54 AM,52.2299,4.7307,↑ 3°,169.0,194.0,"1,450",-964,FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:31:06 AM,52.2392,4.7317,↑ 4°,165.0,190.0,"1,275",-844,Surface and Near-Surface,Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:31:10 AM,52.242,4.732,↑ 4°,163.0,188.0,"1,225",-825,FlightAware ADS-B (UDE / EHVK),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:31:26 AM,52.2534,4.7328,↑ 3°,156.0,180.0,"1,000",-844,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:31:42 AM,52.2649,4.7339,↑ 3°,139.0,160.0,775,-750,FlightAware ADS-B (RTM / EHRD),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:31:58 AM,52.2736,4.7346,↑ 3°,135.0,155.0,600,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:32:14 AM,52.2847,4.7357,↑ 3°,132.0,152.0,375,-797,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:32:30 AM,52.2946,4.7366,↑ 3°,134.0,154.0,175,-750,FlightAware ADS-B (EHHV),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:32:46 AM,52.3044,4.7376,↑ 3°,133.0,153.0,,-563,FlightAware ADS-B (EHVB),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 08:33:02 AM,52.3131,4.7383,↑ 4°,108.0,124.0,,-375,FlightAware ADS-B (AMS / EHAM),Arrivals,RYR2334,2025-03-24 13:51:30
Mon 07:07:03 AM,54.3804,18.4548,← 292°,150.0,173.0,900,,FlightAware ADS-B (GDN / EPGD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:07:19 AM,54.385,18.4356,← 291°,153.0,176.0,"1,625","2,053",FlightAware ADS-B (GDN / EPGD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:08:38 AM,54.4128,18.3226,← 295°,218.0,251.0,"4,150","2,126",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:09:02 AM,54.4137,18.2803,← 256°,238.0,274.0,"5,275","3,179",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:09:20 AM,54.4082,18.2452,← 259°,246.0,283.0,"6,375","3,531",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:09:50 AM,54.4013,18.1859,← 260°,252.0,290.0,"8,100","3,574",FlightAware MLAT (5 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:10:07 AM,54.3977,18.1505,← 259°,266.0,306.0,"9,175","3,375",FlightAware MLAT (11 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:10:38 AM,54.3899,18.0846,← 259°,270.0,311.0,"10,800","3,188",FlightAware MLAT (7 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:11:11 AM,54.3817,18.0148,← 259°,278.0,320.0,"12,575","3,141",FlightAware MLAT (10 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:11:42 AM,54.3733,17.9453,← 259°,288.0,331.0,"14,150","3,000",FlightAware MLAT (13 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:12:12 AM,54.3655,17.878,← 259°,292.0,336.0,"15,625","2,680",FlightAware MLAT (12 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:12:43 AM,54.3575,17.806,← 259°,300.0,345.0,"16,875","2,810",FlightAware MLAT (7 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:13:15 AM,54.3484,17.7315,← 259°,302.0,348.0,"18,575","2,977",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:13:49 AM,54.3391,17.6524,← 259°,306.0,352.0,"20,150","2,297",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:14:19 AM,54.3307,17.5791,← 259°,326.0,375.0,"21,025","2,000",FlightAware MLAT (8 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:14:49 AM,54.3216,17.5033,← 258°,334.0,384.0,"22,150","2,429",FlightAware MLAT (11 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:15:22 AM,54.3103,17.4182,← 258°,330.0,380.0,"23,575","2,595",FlightAware MLAT (6 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:15:52 AM,54.3019,17.3403,← 258°,338.0,389.0,"24,875","2,275",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:16:22 AM,54.2908,17.2606,← 258°,342.0,394.0,"25,850","1,643",FlightAware MLAT (10 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:16:55 AM,54.2845,17.1734,← 283°,350.0,403.0,"26,600","1,469",FlightAware MLAT (6 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:17:11 AM,54.2944,17.1304,← 297°,354.0,407.0,"27,050","1,790",FlightAware MLAT (10 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:17:57 AM,54.3376,17.0183,← 299°,358.0,412.0,"28,450","1,780",FlightAware MLAT (11 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:18:26 AM,54.3603,16.9455,← 299°,362.0,417.0,"29,275","1,450",FlightAware MLAT (12 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:18:57 AM,54.3855,16.8684,← 299°,368.0,423.0,"29,900","1,214",FlightAware MLAT (12 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:19:29 AM,54.4106,16.7867,← 299°,374.0,430.0,"30,550","1,313",FlightAware MLAT (7 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:20:01 AM,54.4375,16.7012,← 299°,378.0,435.0,"31,300","1,409",FlightAware MLAT (15 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:20:35 AM,54.4659,16.6104,← 298°,380.0,437.0,"32,100","1,315",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:21:06 AM,54.4916,16.5302,← 298°,384.0,442.0,"32,725","1,078",FlightAware MLAT (8 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:21:39 AM,54.5192,16.4413,← 298°,388.0,447.0,"33,250",976,FlightAware MLAT (4 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:22:09 AM,54.5442,16.3564,← 285°,390.0,449.0,"33,750","1,010",FlightAware MLAT (9 sites),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:22:28 AM,54.5459,16.2979,← 274°,390.0,449.0,"34,075",949,FlightAware ADS-B (EPTO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:22:58 AM,54.5488,16.2054,← 273°,394.0,453.0,"34,525",888,FlightAware ADS-B (EPTO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:23:17 AM,54.5506,16.1452,← 273°,396.0,456.0,"34,800",946,FlightAware ADS-B (HAD / ESMT),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:23:44 AM,54.5529,16.0655,← 273°,398.0,458.0,"35,250",813,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:24:05 AM,54.5551,15.992,← 273°,402.0,463.0,"35,450",516,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:24:48 AM,54.5588,15.8544,← 273°,410.0,472.0,"35,800",476,FlightAware ADS-B (HAD / ESMT),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:25:08 AM,54.5601,15.7886,← 270°,415.0,478.0,"35,950",458,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:25:24 AM,54.5586,15.7406,← 264°,419.0,482.0,"36,075",529,FlightAware ADS-B (EPSD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:25:42 AM,54.5521,15.6747,← 258°,423.0,487.0,"36,250",580,FlightAware ADS-B (HAD / ESMT),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:26:08 AM,54.5403,15.593,← 257°,426.0,490.0,"36,500",536,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:26:38 AM,54.5257,15.4931,← 256°,431.0,496.0,"36,750",548,FlightAware ADS-B (ESTO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:27:11 AM,54.5098,15.3839,← 256°,433.0,498.0,"37,075",706,FlightAware ADS-B (KLR / ESMQ),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:27:29 AM,54.5007,15.3228,← 256°,430.0,495.0,"37,350",908,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:27:49 AM,54.4913,15.2591,← 256°,430.0,495.0,"37,650",714,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:28:11 AM,54.4811,15.1897,← 256°,432.0,497.0,"37,850",404,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:28:41 AM,54.4655,15.0849,← 256°,434.0,499.0,"38,000",143,FlightAware ADS-B (EDAZ),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:29:14 AM,54.4492,14.9765,← 256°,431.0,496.0,"38,000",,FlightAware ADS-B (EPKO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:29:45 AM,54.4335,14.8733,← 255°,432.0,497.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:30:15 AM,54.4186,14.7752,← 255°,433.0,498.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:30:45 AM,54.4036,14.6775,← 255°,434.0,499.0,"38,000",,FlightAware ADS-B (BBH / EDBH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:31:15 AM,54.3881,14.577,← 255°,435.0,501.0,"38,000",,FlightAware ADS-B (BBH / EDBH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:31:40 AM,54.3751,14.4931,← 255°,436.0,502.0,"38,000",,FlightAware ADS-B (EDAV),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:32:11 AM,54.3588,14.3883,← 255°,437.0,503.0,"38,000",,FlightAware ADS-B (CPH / EKCH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:32:32 AM,54.348,14.3197,← 256°,436.0,502.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:33:02 AM,54.3325,14.2209,← 256°,438.0,504.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:33:32 AM,54.3162,14.1185,← 256°,439.0,505.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:34:02 AM,54.3007,14.0211,← 256°,439.0,505.0,"38,000",,FlightAware ADS-B (EDBF),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:34:32 AM,54.2854,13.9253,← 256°,440.0,506.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:35:02 AM,54.2688,13.8232,← 255°,441.0,507.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:35:51 AM,54.2417,13.6567,← 254°,441.0,507.0,"38,000",,FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:36:35 AM,54.2167,13.5043,← 255°,441.0,507.0,"38,000",,FlightAware ADS-B (EDON),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:37:05 AM,54.2006,13.407,← 254°,442.0,509.0,"38,000",,FlightAware ADS-B (EKVD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:37:36 AM,54.1839,13.3064,← 254°,441.0,507.0,"38,000",,FlightAware ADS-B (EDBM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:38:07 AM,54.167,13.2053,← 255°,441.0,507.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:38:35 AM,54.1503,13.1057,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:39:05 AM,54.1335,13.0067,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (FNB / EDBN),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:39:36 AM,54.1161,12.9049,← 254°,442.0,509.0,"38,000",,FlightAware ADS-B (ETND),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:40:06 AM,54.0988,12.8036,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (FNB / EDBN),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:40:36 AM,54.0817,12.704,← 255°,443.0,510.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:41:06 AM,54.0641,12.6025,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (FNB / EDBN),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:41:36 AM,54.0462,12.4999,← 254°,444.0,511.0,"38,000",,FlightAware ADS-B (EDXI),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:42:06 AM,54.0293,12.4033,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
