Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 07:42:26 AM,54.0172,12.3346,← 253°,446.0,513.0,"38,000",,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:43:13 AM,53.9894,12.1775,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:43:43 AM,53.9717,12.0782,← 253°,443.0,510.0,"38,000",,FlightAware ADS-B (EDAX),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:44:13 AM,53.9532,11.9752,← 253°,444.0,511.0,"38,000",,FlightAware ADS-B (EDCW),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:44:43 AM,53.936,11.8795,← 253°,444.0,511.0,"38,000",,FlightAware ADS-B (EDCF),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:45:09 AM,53.9199,11.7912,← 253°,444.0,511.0,"38,000",,FlightAware ADS-B (EKVD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:45:26 AM,53.9099,11.7361,← 253°,444.0,511.0,"38,000",,FlightAware ADS-B (GDN / EPGD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:45:59 AM,53.889,11.6213,← 253°,445.0,512.0,"38,000",,FlightAware ADS-B (EKKO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:46:29 AM,53.8715,11.5261,← 253°,446.0,513.0,"38,000",,FlightAware ADS-B (RLG / ETNL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:46:59 AM,53.8543,11.427,← 254°,444.0,511.0,"38,000",,FlightAware ADS-B (EDHG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:47:29 AM,53.8372,11.3285,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (LBC / EDHL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:47:55 AM,53.8223,11.2436,← 254°,443.0,510.0,"38,000",,FlightAware ADS-B (EDUF),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:48:25 AM,53.8045,11.1425,← 253°,445.0,512.0,"38,000",,FlightAware ADS-B (EKCC),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:48:55 AM,53.7868,11.043,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (EDUF),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:49:25 AM,53.7692,10.9437,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:49:55 AM,53.7507,10.8409,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (EDAZ),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:50:23 AM,53.7344,10.7504,← 253°,446.0,513.0,"38,000",,FlightAware ADS-B (BBH / EDBH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:50:53 AM,53.7165,10.6514,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (PSH / EDXO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:51:23 AM,53.6975,10.5473,← 253°,446.0,513.0,"38,000",,FlightAware ADS-B (EDXE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:51:53 AM,53.6795,10.4493,← 253°,446.0,513.0,"38,000",,FlightAware ADS-B (BER / EDDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:52:11 AM,53.6702,10.399,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:52:41 AM,53.6505,10.2924,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:53:11 AM,53.6319,10.1922,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:53:41 AM,53.6129,10.0904,← 253°,447.0,514.0,"38,000",,FlightAware ADS-B (EDCX),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:54:11 AM,53.5949,9.9947,← 252°,446.0,513.0,"38,000",,FlightAware ADS-B (EHHO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:54:41 AM,53.5761,9.8954,← 252°,446.0,513.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:55:06 AM,53.5605,9.8128,← 252°,448.0,516.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:55:36 AM,53.541,9.7107,← 252°,448.0,516.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:56:06 AM,53.5221,9.6121,← 252°,448.0,516.0,"38,000",,FlightAware ADS-B (KEL / EDHK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:56:36 AM,53.5036,9.516,← 252°,449.0,517.0,"38,000",,FlightAware ADS-B (EHTE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:57:06 AM,53.4843,9.4167,← 252°,452.0,520.0,"38,000",,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:57:36 AM,53.4644,9.3145,← 252°,453.0,521.0,"38,000",,FlightAware ADS-B (EDHU),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:58:15 AM,53.4386,9.1828,← 252°,452.0,520.0,"38,000",,FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:58:45 AM,53.4194,9.0855,← 252°,452.0,520.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:59:15 AM,53.3998,8.9865,← 252°,451.0,519.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 07:59:45 AM,53.382,8.8972,← 253°,451.0,519.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:00:15 AM,53.3603,8.7883,← 251°,453.0,521.0,"38,000",,FlightAware ADS-B (RKE / EKRK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:00:45 AM,53.3406,8.6909,← 251°,453.0,521.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:01:15 AM,53.3206,8.5915,← 251°,454.0,522.0,"38,000",,FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:01:45 AM,53.3003,8.4918,← 251°,455.0,524.0,"38,000",,FlightAware ADS-B (ETNT),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:02:15 AM,53.2799,8.3917,← 251°,455.0,524.0,"38,000",,FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:02:45 AM,53.2599,8.2944,← 251°,456.0,525.0,"38,000",,FlightAware ADS-B (KSF / EDVK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:03:15 AM,53.239,8.1929,← 251°,455.0,524.0,"38,000",-158,FlightAware ADS-B (EDOC),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:03:42 AM,53.2206,8.1041,← 251°,458.0,527.0,"37,850","-2,026",FlightAware ADS-B (HAM / EDDH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:04:12 AM,53.1993,8.0018,← 251°,468.0,539.0,"36,075","-2,825",FlightAware ADS-B (EHTE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:04:42 AM,53.1783,7.9017,← 251°,464.0,534.0,"35,025","-2,175",FlightAware ADS-B (EDLC),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:05:12 AM,53.1574,7.802,← 251°,473.0,544.0,"33,900","-2,275",FlightAware ADS-B (EDKL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:05:42 AM,53.135,7.6961,← 251°,480.0,552.0,"32,750","-2,325",FlightAware ADS-B (GKE / ETNG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:06:12 AM,53.113,7.5927,← 251°,477.0,549.0,"31,575","-2,325",FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:06:42 AM,53.091,7.4896,← 250°,471.0,542.0,"30,425","-2,325",FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:07:12 AM,53.0692,7.3883,← 250°,466.0,536.0,"29,250","-2,375",FlightAware ADS-B (EHHO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:07:42 AM,53.0469,7.2862,← 249°,462.0,532.0,"28,050","-2,353",FlightAware ADS-B (MST / EHBK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:08:03 AM,53.0301,7.2197,← 246°,460.0,529.0,"27,250","-2,265",FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:08:31 AM,53.0043,7.132,↙ 243°,454.0,522.0,"26,200","-1,225",FlightAware ADS-B (EHTL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:09:14 AM,52.9655,7.0056,↙ 243°,411.0,473.0,"25,800",-740,FlightAware ADS-B (BRE / EDDW),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:09:44 AM,52.9401,6.923,↙ 243°,407.0,468.0,"25,300","-1,000",FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:10:14 AM,52.9143,6.8392,↙ 243°,402.0,463.0,"24,800","-1,000",FlightAware ADS-B (DTM / EDLW),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:10:44 AM,52.8892,6.7579,↙ 243°,395.0,455.0,"24,300","-1,150",FlightAware ADS-B (EHHO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:11:14 AM,52.8641,6.6771,↙ 243°,390.0,449.0,"23,650","-1,525",FlightAware ADS-B (EDLS),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:11:44 AM,52.8406,6.6019,↙ 243°,382.0,440.0,"22,775","-1,775",FlightAware ADS-B (EHDL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:12:14 AM,52.8162,6.5235,↙ 243°,378.0,435.0,"21,875","-1,825",FlightAware ADS-B (EHHV),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:12:44 AM,52.7919,6.4462,↙ 243°,372.0,428.0,"20,950","-1,800",FlightAware ADS-B (EHTE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:13:14 AM,52.7686,6.3722,↙ 243°,365.0,420.0,"20,075","-1,800",FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:13:44 AM,52.7453,6.2983,↙ 243°,358.0,412.0,"19,150","-1,817",FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:14:06 AM,52.7284,6.245,↙ 243°,353.0,406.0,"18,500","-1,788",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:14:36 AM,52.7062,6.1748,↙ 243°,345.0,397.0,"17,600","-1,850",FlightAware ADS-B (EDKL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:15:06 AM,52.6835,6.1035,↙ 242°,338.0,389.0,"16,650","-1,800",FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:15:36 AM,52.6632,6.0397,↙ 242°,331.0,381.0,"15,800","-1,750",FlightAware ADS-B (GKE / ETNG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:16:06 AM,52.6412,5.971,↙ 242°,326.0,375.0,"14,900","-1,809",FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:16:44 AM,52.6153,5.8905,↙ 242°,319.0,367.0,"13,750","-1,805",FlightAware ADS-B (EHMA),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:17:05 AM,52.6009,5.8457,↙ 242°,315.0,362.0,"13,125","-1,793",FlightAware ADS-B (EHHO),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:17:25 AM,52.5874,5.8038,↙ 242°,311.0,358.0,"12,525","-1,790",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:18:07 AM,52.5599,5.7186,↙ 242°,305.0,351.0,"11,275","-1,708",FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:18:37 AM,52.5401,5.6574,↙ 242°,295.0,339.0,"10,475","-1,378",FlightAware ADS-B (EHDR),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:18:56 AM,52.5276,5.6197,↙ 239°,286.0,329.0,"10,150",-973,FlightAware ADS-B (EHHV),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:19:14 AM,52.5121,5.5914,↙ 224°,289.0,333.0,"9,875",-975,FlightAware ADS-B (GLZ / EHGR),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:19:36 AM,52.4911,5.559,↙ 223°,284.0,327.0,"9,500",-978,FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:20:00 AM,52.4685,5.5239,↙ 224°,278.0,320.0,"9,125","-1,023",FlightAware ADS-B (EHDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:20:20 AM,52.4502,5.4945,↙ 225°,272.0,313.0,"8,750","-1,076",FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:20:46 AM,52.4258,5.4552,↙ 225°,274.0,315.0,"8,300",-991,FlightAware ADS-B (EHVB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:21:16 AM,52.3998,5.414,↙ 224°,274.0,315.0,"7,825",-950,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:21:46 AM,52.3724,5.3719,↙ 223°,275.0,316.0,"7,350",-989,FlightAware ADS-B (EHDL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:22:03 AM,52.3566,5.3478,↙ 223°,276.0,318.0,"7,050","-1,000",FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:22:25 AM,52.3365,5.3175,↙ 223°,275.0,316.0,"6,700","-1,050",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:22:43 AM,52.3203,5.2928,↙ 223°,272.0,313.0,"6,350","-1,012",FlightAware ADS-B (EHDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:23:08 AM,52.2976,5.2585,↙ 224°,266.0,306.0,"5,975",-982,FlightAware ADS-B (EHDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:23:38 AM,52.2688,5.2146,↙ 223°,262.0,302.0,"5,450","-1,043",FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:23:54 AM,52.2567,5.1964,↙ 223°,263.0,303.0,"5,175",-964,FlightAware ADS-B (EDLG),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:24:06 AM,52.2443,5.178,↙ 222°,264.0,304.0,"5,000",-938,Surface and Near-Surface,Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:24:10 AM,52.2409,5.1729,↙ 222°,264.0,304.0,"4,925",-900,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:24:26 AM,52.2259,5.1506,↙ 222°,264.0,304.0,"4,700",-750,FlightAware ADS-B (EHHV),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:24:42 AM,52.2117,5.1294,↙ 222°,264.0,304.0,"4,525",-609,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:24:58 AM,52.1986,5.11,↙ 222°,261.0,300.0,"4,375",-844,FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:25:14 AM,52.184,5.0884,↙ 222°,258.0,297.0,"4,075","-1,172",FlightAware ADS-B (EHDL),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:25:30 AM,52.17,5.068,↙ 222°,257.0,296.0,"3,750","-1,313",FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:25:46 AM,52.1553,5.0467,↙ 221°,256.0,295.0,"3,375","-1,333",FlightAware ADS-B (EHMB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:26:06 AM,52.1365,5.0223,↙ 212°,258.0,297.0,"2,950",-614,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:26:30 AM,52.1119,4.9979,↙ 211°,256.0,295.0,"2,925",-29,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:26:57 AM,52.0853,4.9716,↙ 212°,256.0,295.0,"2,925",,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:27:19 AM,52.0638,4.95,↙ 212°,254.0,292.0,"2,925",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:27:49 AM,52.0349,4.9216,↙ 211°,233.0,268.0,"2,925",,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:28:05 AM,52.0209,4.9057,↙ 227°,231.0,266.0,"2,925",,FlightAware ADS-B (EHDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:28:21 AM,52.0139,4.8803,← 262°,226.0,260.0,"2,925",-44,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:28:39 AM,52.013,4.8515,← 268°,225.0,259.0,"2,900",,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:28:58 AM,52.0125,4.8194,← 269°,226.0,260.0,"2,925",43,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:29:14 AM,52.0144,4.7926,← 293°,226.0,260.0,"2,925",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:29:30 AM,52.0266,4.7714,↖ 331°,231.0,266.0,"2,925",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:29:47 AM,52.0418,4.7607,↑ 342°,232.0,267.0,"2,925",,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:30:05 AM,52.0625,4.7552,↑ 360°,235.0,270.0,"2,925",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:30:34 AM,52.0946,4.7592,↑ 4°,236.0,272.0,"2,925",,FlightAware ADS-B (EHDB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:31:04 AM,52.1249,4.7621,↑ 4°,213.0,245.0,"2,925",-250,FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:31:34 AM,52.1534,4.7647,↑ 3°,202.0,232.0,"2,675",-800,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:32:04 AM,52.1824,4.7673,↑ 3°,201.0,231.0,"2,125","-1,100",FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:32:34 AM,52.2084,4.7697,↑ 4°,179.0,206.0,"1,575",-950,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:33:04 AM,52.2298,4.7718,↑ 2°,143.0,165.0,"1,175",-805,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:33:15 AM,52.2368,4.7723,↑ 4°,131.0,151.0,"1,025",-844,Surface and Near-Surface,Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:33:20 AM,52.2406,4.7727,↑ 4°,125.0,144.0,950,-714,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:33:36 AM,52.2492,4.7736,↑ 4°,125.0,144.0,775,-656,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:33:52 AM,52.2586,4.7743,↑ 4°,124.0,143.0,600,-656,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:34:08 AM,52.2673,4.7752,↑ 2°,121.0,139.0,425,-516,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:34:24 AM,52.2708,4.7754,↑ 4°,124.0,143.0,325,-703,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:34:40 AM,52.2857,4.7769,↑ 3°,120.0,138.0,50,-797,FlightAware ADS-B (EHVB),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 08:34:56 AM,52.2947,4.7778,↑ 3°,119.0,137.0,,-563,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1304,2025-03-24 13:51:30
Mon 06:22:54 AM,39.493,-0.4912,← 296°,166.0,191.0,350,,FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:23:10 AM,39.4993,-0.5068,← 298°,165.0,190.0,"1,200","2,766",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:23:26 AM,39.5047,-0.5204,← 297°,170.0,196.0,"1,825","1,688",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:23:42 AM,39.5107,-0.5352,← 298°,189.0,217.0,"2,100","1,125",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:23:58 AM,39.5181,-0.5538,← 297°,214.0,246.0,"2,425","1,191",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:24:16 AM,39.5288,-0.5733,↖ 318°,241.0,277.0,"2,775","1,957",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:24:44 AM,39.5588,-0.5859,↑ 347°,259.0,298.0,"3,925","2,795",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:25:00 AM,39.5781,-0.5898,↑ 356°,257.0,296.0,"4,825","3,292",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:25:20 AM,39.6007,-0.5765,↗ 41°,262.0,302.0,"5,900","2,833",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:25:45 AM,39.6175,-0.5452,↗ 54°,276.0,318.0,"6,950","2,750",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:26:02 AM,39.6358,-0.5252,↗ 32°,277.0,319.0,"7,825","2,844",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:26:33 AM,39.6689,-0.4983,↗ 33°,283.0,326.0,"9,225","2,250",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:27:18 AM,39.72,-0.4549,↗ 33°,315.0,362.0,"10,675","1,920",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:27:48 AM,39.7572,-0.4231,↗ 34°,334.0,384.0,"11,625","2,425",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:28:18 AM,39.7968,-0.3892,↗ 33°,336.0,387.0,"13,100","2,800",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:28:48 AM,39.8366,-0.3554,↗ 33°,345.0,397.0,"14,425","2,750",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:29:18 AM,39.8761,-0.3218,↗ 33°,351.0,404.0,"15,850","2,800",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:29:48 AM,39.9173,-0.2866,↗ 33°,355.0,409.0,"17,225","2,700",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:30:18 AM,39.9599,-0.2503,↗ 33°,363.0,418.0,"18,550","2,600",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:30:48 AM,40.0043,-0.2123,↗ 33°,370.0,426.0,"19,825","2,455",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:31:24 AM,40.0548,-0.169,↗ 33°,377.0,434.0,"21,250","2,409",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:31:54 AM,40.0976,-0.1323,↗ 33°,381.0,438.0,"22,475","2,325",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:32:24 AM,40.1441,-0.0924,↗ 33°,385.0,443.0,"23,575","2,100",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:32:54 AM,40.186,-0.0562,↗ 33°,388.0,447.0,"24,575","2,000",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:33:24 AM,40.2322,-0.0164,↗ 33°,392.0,451.0,"25,575","1,950",FlightAware ADS-B (VLC / LEVC),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:33:54 AM,40.2769,0.0222,↗ 34°,395.0,455.0,"26,525","1,893",FlightAware ADS-B (MAD / LEMD),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:34:25 AM,40.3276,0.066,↗ 34°,400.0,460.0,"27,500","1,721",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:34:55 AM,40.3738,0.1061,↗ 34°,403.0,464.0,"28,275","1,475",FlightAware ADS-B (LECV),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:35:25 AM,40.4209,0.147,↗ 34°,410.0,472.0,"28,975","1,250",FlightAware ADS-B (LECV),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:35:55 AM,40.4674,0.1874,↗ 34°,417.0,480.0,"29,525","1,025",FlightAware ADS-B (ZAZ / LEZG),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:36:25 AM,40.5159,0.2296,↗ 34°,425.0,489.0,"30,000",941,FlightAware ADS-B (BCN / LEBL),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:36:46 AM,40.551,0.2599,↗ 32°,432.0,497.0,"30,325",885,FlightAware ADS-B (LECV),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:37:04 AM,40.5828,0.283,↗ 27°,435.0,501.0,"30,575",938,FlightAware ADS-B (PMI / LEPA),Arrivals,TRA6334,2025-03-24 13:51:30
Mon 06:37:34 AM,40.6342,0.3182,↗ 28°,441.0,507.0,"31,075","1,350",FlightAware ADS-B (LELL),Arrivals,TRA6334,2025-03-24 13:51:30
